My Tiny Pony - Fluttershy,59,71.95%,82,
Who Knows - Song By 4Everfreebrony (Music Video),53,64.63%,82,
Snow Castle [Animation],51,62.20%,82,
It's A Pony Kind Of Christmas - Animation,39,47.56%,82,
Different View Of Spirits: Twilight & Fluttershy,36,43.90%,82,Tie broken by random
Wenches And Mead 2021 | Animated Music Video,36,43.90%,82,Tie broken by random
Scootertrix The Epilogue: Pony's Best Friend,31,37.80%,82,
"How ""The Cutie Map"" Should Have Ended",30,36.59%,82,
Pinkie Pie Cooks Ramen And Raps,27,32.93%,82,
SFM\PMV - Orome,25,30.49%,82,
[Sfm Ponies] The Pie Sisters' Perfectly Normal Snow Day,20,24.39%,82,HM
Spike's Christmas Hope (Christmas Special),19,23.17%,82,HM
My Little Pony: A New Generation (The Force Awakens Style),12,14.63%,82,
The Mane Six Hates Makaryo! (Mlp: Parody Animation),10,12.20%,82,HM
Going Far Animatic By Amyntha Eszti,9,10.98%,82,
Going Far (Ft. Michelle Creber) | Animatic By Amyntha.Eszti,9,10.98%,82,
The Real Reason Scootaloo Can't Fly,8,9.76%,82,
Hearth's Memeing Finale [Ytp],8,9.76%,82,
The End Of Hearth'S Warming 🎄,7,8.54%,82,
Double Trouble Dare!,7,8.54%,82,
Bonds Of Justice ~ Story #1 - Messages,5,,82,
"""I'Ll Kill You That Way"" (Cover/Animation)",4,,82,
[Mlp/Sfm] Sunny Meet The Mane 6 | Eleanor Rigby,4,,82,
Evershade - Weight Of The World (Why Even Bother) [Official Lyric Video],4,,82,
First Five Minutes Of Midnight Mares Episode 1,4,,82,
[Ytp] Look At This Corn 🌽,4,,82,
Is Diamond Tiara Illegitimate?,4,,82,
How The Thunder Blight Destroyed Casper Cake,4,,82,
My Russian Pony - 💥Будем Кричать Всю Ночь!💥,3,,82,
"Trixie Calls Jasper Ft. Imshadow007, Dawillstanator/Thespio, Finnthepony, And Kriz Blessings",3,,82,
My Little Pony Creepypastas: A Deep Dive,3,,,
After The Fact: G5 Design Show,3,,,
A Christmas Mistake || Animation,3,,,
[Mlp Comic Dub] Trixie Vs. Hearth'S Warming Eve 7 (The Finale),2,,,
How “The Cutie Map” Should Have Ended,2,,,
[Sfm] Bad Dream,2,,,
Let It Snow Mlp Animation Sfm,2,,,
The Real Reason Scootaloo Can’T Fly,2,,,
Stairs 4: The Guardians Of French - Random Mlp G5 Memes,2,,,
[Mlp] [Sfm] Realiti!,2,,,
The Crusaders Save Hearth'S Warming Act 3 - Mlp Audio Drama,2,,,
Mlp: A Strange Christmas,2,,,
Do They Know It'S Christmas [Brony Collab Cover],2,,,
Sfm/Pmv - Orome,2,,,
Daunting Future Animated Video,2,,,
Welcome To Equestria (New York) [Pmv],2,,,
Mlp Plays Mario Kart (15.Ai),2,,,
"Amwdw Thespio And ""Fear Of Speaking Up - Accountability Vs. Responsibility""",2,,,
Cancelled G4 Mlp Movie Concept Art Appears!,1,,,
After The Fact: The Best Gift Ever,1,,,
Mlp A New Generation Show Opening But In Avatar Style (But Low Budget),1,,,
[Sfm] Animals Or Friends?,1,,,
[Mlp/Sfm] Super Idol 的笑容都没你的甜 But Its Mlp,1,,,
Scootaloo Plays The Drums (Extended) [With Drum Solo By Me ^^],1,,,
Elements Of Justice ~ Turnabout Theatre (Case 1) [Day 1 - Investigation],1,,,
[Ytp] Hitch Activates The Unicorn Trap,1,,,
One More Day [Collab Cover Ft. 23 Friends],1,,,
All The Forbidden Words | Mlp G5,1,,,
Going Far,1,,,
Elements Of Justice ~ Turnabout Theatre (Case 1) [Day 2 - Trial Former],1,,,
The Magic Of Hearth'S Warming (Mlp G5 Fan Song),1,,,
Snow Castle (Animation),1,,,
Pmv | Merry Christmas,1,,,
Hearth’S Memeing Finale [Ytp],1,,,
My Tiny Pony,1,,,
The End Of Hearth'S Warming,1,,,
Shape Of Pony,1,,,
Hearth’S Memeing Finale (Ytp),1,,,
Elements Of Justice ~ Turnabout Theatre (Case 1) [Day 2 - Trial Latter],1,,,
[Sfm/Pmv] Say Good Bye To The Holiday,1,,,
Brony 2021,1,,,
Luna'S Friendship Test (Mlp In Real Life),1,,,
Mlp By Hierozaki | Tribute 2 | Dreams,1,,,
Very Random Mlp G4 Memes ( Hearth’S Memeing Special),1,,,
“Memory” (From Remembrance) Ashleyh Updated Version 2021,1,,,
Who Knows,1,,,
[Ytp] Look At This Corn,1,,,
Snow Castle,1,,,
Thug Lyfe 15.0 ~ Mlp G5 Ponies ~ Mlp Memes/Crack,1,,,
Mlp G5 Memes #6,1,,,
Top 10 Ugliest Ponies! (Please God No...),1,,,
Elements Of Justice ~ Crusading For A Turnabout (Case 2) [Ep 1 - Investigation],1,,,
[Mlp-Sfm] Do You Want To Build A Snowman,1,,,
Twilight Explore New World. Mlp Cinematic Animation+ Breakdown,1,,,
The End Of Hearth’S Warming 🎄,1,,,
"The Dazzlings Call Jasper Pie Feat. Wubcake, Imshadow007, And Starryflame01",1,,,
Elements Of Justice ~ Crusading For A Turnabout (Case 2) [Ep 2 - Investigation],1,,,
{Sfm/Art} - New Year Special 2021-2022 -,1,,,
Hearthsmemeing: Rockin' Around The Hearthswarming Bowl - Random Mlp G4 Memes,1,,,
Scootertrix The Epilogue: Pony’S Best Friend,1,,,
Mlp G5 Christmas Animation,1,,,
Ultimate Mlp G5 Memes,1,,,
Mlp | Corrupted Consequences {Christmas Short Special},1,,,
Elements Of Justice ~ Crusading For A Turnabout (Case 2) [Ep 3 - Trial],1,,,
[Animatic] Jyc Row & Pegasys - Going Far (Feat. Michelle Creber),1,,,
Derpy Spends 10 Minutes Checking Papers For Rarity,1,,,
Wenches And Mead 2021| Animated Music Video,1,,,
[Sfm] Mother Of Button 2,1,,,
Deavas - Snowfall'S Frost,1,,,
Friendship Is Funny (Hearth'S Memeing Edition),1,,,
At Very Random Mlp G4 Memes (Hearth'S Memeing Special),1,,,
[Mlp/Sfm] Story About Speckyspark Music Video,1,,,
Encanto: The Family Madrigal; Pmv,1,,,
A Royal Problem | Mlp Reviews,1,,,
The Fruit Of The Dance Floor Animatic || Fluttershy💛Rainbow Dash💙 [By 清水母鸡水母君],1,,,
[Mlp Ocs Amv] Party×Party,1,,,
My Russian Pony - 💥Fun For The Whole Night💥,1,,,
...What Friendship Could Be (Pmv) [Beyond The Boundaries Edition],1,,,
Vyletpony - Imitation Game - Feat. Smol Trixie,1,,,
Mlp Happy Meme Video,1,,,
A Christmas Mistake,1,,,